Professional and informative…,Professional and informative correspondence a real help when extending coverage for trips .
Collette was so helpful and patient. Thank you for your help,Collette was so helpful and patient. She was very knowledgeable and answered all our questions.
Knowledgeable staff,Knowledgeable staff. Quick response.
Very easy to use and rates were great,Very easy to use and rates were great
I am very happy,I am very happy . Everyone was very helpful and very thorough.
It was a straight forward process for…,It was a straight forward process for me to get insurance. The online application was easy to navigate.
Easy format to arrange travel insurance…,Easy format to arrange travel insurance online and at a competitive rate.
After reviewing a dozen...I found the best plan!,"After reviewing a dozen, yes, a dozen of travel insurance policies with pre-existing medical conditions, your plan is the best for seniors who travel like me, but is restricted or inconvenienced by the limiting word, stable period. The no stability plan you have is an excellent plan. I can now travel with peace of mind knowing that I have your back when I am away . Thank you. I will surely recommend this plan to others."
EASY TO APPLY ON LINE,"Date of experience: September 10, 2024"
Easy Application to complete and down…,Easy Application to complete and down loading Policy. Premium Reasonable
Agents friendly and professional,Agents friendly and professional
Quick service and competitive pricing,"Date of experience: September 06, 2024"
agents were knowledgeable and very…,agents were knowledgeable and very clear on what you cover and what you do not cover. price was reasonable.
Clear answers,Had answers that made sense for all my questions
The price and the service provided by your agents was excellent. I willl recommend Snowbird for travel insurance to all our friends.,It was quick and easy to contact your organization to get a quote. Your website is very easy to navigate
Good price and easy to book,Good price and easy to book
Megan was very professional & answered…,"Megan was very professional & answered all questions that I asked. (Even the ones I didn’t like, but that’s not her fault)
We’ve been with Snowbirds for years.
Always polite & knowlegable."
Easy to apply on line and fair pricing.,"Date of experience: September 11, 2024"
Travel Medical Insurance,"Snowbird Advisor is very easy to get a quote
for travel medical insurance. The website is very
easy to understand and easy to navigate. Prices are
competitive. We have always used Snowbird for
travel medical insurance and will continue to do so."
I didn’t use it so it was perfect!!!!,"Date of experience: August 29, 2024"
Quick and responsive,"Quick to answer, friendly helpful service, pricing was not competitive but we’re still happy with many other services"
Easy to apply online..quick and…,Easy to apply online..quick and efficient process.
it was easy to deal with,it was easy to deal with
Very efficient,Very efficient. Questions were easy to answer.
Super friendly and helpful staff,Super friendly and helpful staff. Competitive pricing. Easy to reach.
Cindy was great in explaining…,Cindy was great in explaining everything to us.
Very straight forward,"Very straight forward, easy to navigate and figure out. I also called just to confirm a few things and Crystal was very helpful."
Ease of use,"I found the whole experience very easy to deal with, bearing in mind I’m 74 and not as computer literate as I should be.
I appreciate the competitive rate offered and will keep you guys in mind in my future travels."
Very friendly and easy to understand,Very friendly and easy to understand
Very thorough in explanation,Very thorough in explanation
Very friendly and professional service,Adam was clear and concise on the phone making it very easy to communicate with him. He was very professional on the phone.
Very helpful when calling for a quote,"Very helpful when calling for a quote, and just as good when I booked the insurance. The call takers spoke clear English, this was very helpful as I had no misinterpreting of what was being said. I'm sure I will use Snowbird again as there rates were better than all the other insurance company's I had contacted."
Peace of mind with Snow Bird Insurance,I have been now using snowbird ins. for a few years. Fortunately I have not had to use the services because of a medical emergency. However it is good to know they are there. A peace of mind. Good value for the money. Better than other companies
Theresa was very helpful and…,Theresa was very helpful and knowledgeable with a sense of humour.
Snowbirds,Sales person was great!
We call to chat with an agent,"We call to chat with an agent. They are always helpful and cheerful, it is a pleasure to deal with Snowbird for this reason. The price is also very good"
Snow bird you answer the phone and…,Snow bird you answer the phone and don’t keep your clients waiting for long periods of time
When speaking with a few different…,"When speaking with a few different people at Snowbird regarding emergency travel insurance prior to purchasing, everyone was very helpful and thorough. This being our first time purchasing medical insurance, it was a positive experience. All questions answered and we feel we chose the right company for this purchase."
Very easy to understand the web site…,"Very easy to understand the web site and products .
when i phoned in with a question only a 3 minute wait ,
great price and versatility"
Snowbirdadvisor Travel Medical Insurance,I was looking for travel medical insurance and considering different options. Snowbirdadvisor was one of four I looked into. The quote I received and the terms were acceptable and I went ahead with the purchase. I was particularly impressed with the helpfulness and patience of their agent.
Excellent price and very clear web page,"Date of experience: September 04, 2024"
Good service all good thanks,Good service all good thanks
courteous and thorough,The agent was very courteous and thorough. It was a pleasant experience
It is an incredible insurance coverage,"It is an incredible insurance coverage. However, when I called in to renew the consultant didn't seem to know the policies or procedures. I was on hold for over 1/2 hour and he kept insisting that the policy I have had for several years was not available. When he finally went thru the supervisor everything was great"
Agent knew her business,Agent knew her business
Courteous and efficient agent,Courteous and efficient agent. Was able to guide us through the questions quickly and efficiently. She was a great help in a stressful time.
Got my insurance online nice and easy…,Got my insurance online nice and easy to follow
Straight forward,Straight forward. Quick estimate provided.
Application easy,Application easy. Prices competitive
Excellent web site,Excellent web site. Easy to use. Reasonable price.
Travel Insurance,"Product was bought on-line with step by step process. Compared to other companies with the same product, the pricing was the best for our situation. This is the first time using this company."
The rep was very pleasant and…,The rep was very pleasant and knowledgable and informed me of everything I needed to know about their policy.
Travel Insurance,Carla was very informative and friendly. She answered all my questions and offered insurance that was affordable for us. The coverage includes everything we need to have a worry free trip.
Wonderful to talk to a real person who…,Wonderful to talk to a real person who was so helpful and I wasn’t on the phone for hours. Thank you very much
It was great to find travel insurance…,It was great to find travel insurance tailored to our own situation in terms of medical issues. Easy to buy and very helpful staff during a follow up phone call too. But the REAL issue will be if we make a claim. So many horror stories of insurance companies finding a way to delay paying or not paying at all. I hope you are not like the rest. Though I'd prefer not to find out.
extension woes,I gave a 3* rating as I was not informed of cheaper choices available when asked for an 8 day extension on my full plan even though I complained about the price. I found our about this from friends that have booked from your company.
Happy with Travel Insurance,Cindy did an excellent interview and setting up my travel insurance. I appreciate your company for going over everything on my insurance. This is my second year and I felt the travel insurance is perfect for travelling through the year. Thank you!!
Easy,"Easy, effective way of renewing our travel insurance."
First time Snowbirds - Amazing Experience,"Online process was really easy, we even called to make sure that we had not missed anything and the service was friendly and quick and the price was right."
Very friendly and informative.,"Date of experience: August 29, 2024"
Fast efficient helpful,"Great prices, helpful, friendly and fast!"
Excellent customer service,"Excellent customer service.
This company creates personalized Ins. Coverage for the customers with preexisting medical conditions."
I only needed a 1 day top up to our…,I only needed a 1 day top up to our annual policies. it was quick and I could do it for my husband at the same time.
easy and fast but went up a lot?,"easy and fast, but found it went up lots from last year?"
Nice and Easy!!,"Date of experience: August 27, 2024"
Easy to use web site,Easy to use web site. Competitive pricing
Decent Rates for us to travel,SnowBird must have chosen ManuLife and got a good deal for us. I compared Snowbird's quote to Costco's quote(through ManuLife) and it was way better! Don't know why. But very happy with it.
Great Advice,"I was answered all my questions, and I felt well advised"
Easy to navigate website,Easy to navigate website. Good prices.
Clarity of the policy well explained,"Clarity of the policy well explained. God forbid something goes wrong during my trip, I am given full clarity of the benefits I will be entitled to. I do not have fight for anything."
It was quick and easy,It was quick and easy
I love the on line quote it was quick…,"I love the on line quote it was quick and easy.
Before I purchased, I called as I had questions and I was confident all was well. The agent I spoke with was very knowledgeable and very polite. Thanks"
Highly efficient and simple to fill…,"Highly efficient and simple to fill out.
Very good rates."
PrimeLink TravelSense,"This is the second time I have used Snowbird Advisor because of their travel medical insurance with no stability period requirements (PrimeLink TravelSense). The representative was very helpful and walked me through the questionnaire and answered all of my questions. And the cost of the insurance seems very reasonable to me.

Because I have not made a claim with this insurance company yet, I cannot comment on the most important aspect: how smoothly the process goes when you need to make a claim. However, at this point I would definitely use them again."
Fast and professional....good rates…,Fast and professional....good rates with nothing hidden.
Great service,"Simple to get insurance, really friendly service, and will be back for my next trip."
They called me back,"They called me back, asked the questions and provided travel insurance. They made it very easy!"
All round professional.,All round professional.
Travel insurance,They were extremely helpful and worked with me to find the product I needed (travel insurance) at a good price.
easy and quick.,"Date of experience: August 18, 2024"
Easy to get through,Easy to get through
This was the first time I had occasion…A very pleasant experience,This was the first time I had occasion to deal with Snowbirds insurance. The lady we talked to was so pleasant and helpful it made me feel at ease to get the insurance I needed. Thankyou so much
They were informative and knowledgable…,They were informative and knowledgable and helped us to decide on a product.
Ease of purchasing,Ease of purchasing
Easy to use online,"Date of experience: August 22, 2024"
Efficient and quick.,Efficient and quick.
Errors corrected by Snowbird Advisor and always pleasant,"This is our 4th year purchasing policies from Snowbird Advisors, however, there have been a few glitches along the way. Quite a bit of confusion with policy errors by Snowbird for 2 years in a row, however, in both instances after several phone calls Snowbird corrected the issues. Our dealings with Snowbird Advisors have always been pleasant and issues worked through pleasantly. Thank you."
Sarah,"Sarah, our advisor, did an excellent job of explaining the coverage. She was great"
Call centre was extremely helpful when…,Call centre was extremely helpful when I went through the application process.
Travel related insurance purchase made easy :),"The service representative that we worked with was knowledgeable, patient and thorough. Much appreciated :)"
Outstanding service.,"The insurance specialist, Tim was wonderful on the phone. He was sociable, friendly, efficient, and knowledgeable. When I called back to confirm the arrangements and to pay, the second specialist, Jodi was equally efficient. I hope everything works out so that we do not need to use our insurance. We will get back to you to plan travel medical insurance for another trip. Thank you."
Easy to navigate and good price.,"Date of experience: August 22, 2024"
All the staff were very helpful and…,All the staff were very helpful and professional
Caring Service,"The representative was very pleasant and informative. When we ran into a bit of a hurdle with the quote, she escalated the issue immediately, and got back to us the next morning with a resolution."
Quick and easy,"Reasonably priced, quick and easy."
I've dealt with Snowbird in the past &…,I've dealt with Snowbird in the past & had a positive experience in arranging insurance. The rep was very helpful & thorough.
"Easy,affordable and pleasant to work…","Easy,affordable and pleasant to work with."
Great coverage at a reasonable price.,"Date of experience: August 20, 2024"
This is the 3rd policy I've used…,"This is the 3rd policy I've used Snowbird Advisor for my annual travel insurance and top-up's for extended periods over the annual plan and each time the representative on the other end of the line has been, knowledgeable, professional, efficient and, pleasant!

The pricing is very competitive to others and often better in pricing or plan limits (eg. $10M coverage vs $5M).

Thankfully, I haven't had to make a claim so I can't tell you about the claims experience and hopefully I never will. I did have a small claim with a previous company when travelling and the claims underwriters were the same as Snowbird's and they were excellent to deal with so hopefully...

So far - excellent!"
Straight forward,"Straight forward, easy to follow, user friendly website which provides quotes from well known insurers for travel insurance. Although as I have not, as yet, had to make a claim, not sure how high I would rate them then!"
Great customer service person,"Great customer service person. Helpful, efficient and personable."
Very good service,"The person we spoke to was friendly, communicated clearly, understood our needs, and looked after our request efficiently."
Knowledgeable and professional advisor,"Date of experience: August 15, 2024"
I'm hard of hearing and repeated things…,I'm hard of hearing and repeated things for me and helped me understand things.
easy to use website,"easy to use website, good price for coverage"
Good experience,"The online quote system was bang on for myself but there was a large discrepancy for my wife compared to the end quote when talking to an agent. Strange as it’s me with the medical conditions and her with none. Comparatively the pricing was about 10% less than the company we had been using, claims free, for the past 10 years."
Prompt and trusted service,Delightful and knowledgeable staff to deal with
Poor customer service and fraudulent misrepresentation.,"I completed the forms and received a quote, paid my requested amount and received a copy of my policy by email.
I contacted them by the number to clarify my pre-existing diagnoses. The agent I spoke with said my diagnoses are considered stable. However the SnowbirdAdvisor website erred and my premium should be almost 5 times the premium charged. I advised him that I was completely surprised by this premium and would not have agreed to it. He informed me that after escalating the issue to his supervisor the company was cancelling the policy. He arranged for a secure line to submission my credit card information. He then told me the SnowBirdAdvisory Insurance were not refunding me the premium. He said he would discuss with the accounts department and call me when the refund was processed.
It is 4 days later and I not only have not received my refund but no confirmation that the policy has been canceled!"
Quick and simple,Quick and simple
All good,All good. Nothing more to add
good price for snowbirds,it was easy to sign up for travel insurance
Questions were easy to understand and…,Questions were easy to understand and answer.
Easy to follow instructions,Easy to follow instructions. Competitive rates.
Colette was clear and concise during…,Colette was clear and concise during the process. She was also extremely friendly. I was not rushed and all my questions were answered courteously.
Online purchase,Online purchase - very simple and easy to use.
Reasonable prices for travel insurance.,Provides reasonable pricing options for single trip travel insurance.
The agent was very knowledgeable,"The agent was very knowledgeable, answered all our questions clearly. She was very easy to understand and we got set up very quickly."
Yes..nice service..and good prices,"Date of experience: August 16, 2024"
The insurance agent was friendly,"The insurance agent was friendly, helpful, and excellent to deal with."
Rep friendly,"Rep friendly, helpful, patient."
Excellent price,"Date of experience: August 10, 2024"
Another good experience with Snowbird,We have dealt with Snowbird for several trips. I do my quote online first and then phone to double-check my input…agent Karen (very recent call) was most friendly and so thorough and accommodating. Highly recommend this company for efficiency.
Easy,"Easy, quick and reasonable coverage for emergency medical travel requirements."
Purchased in 10 minutes!,"Good timing, great price and coverage!
Quotation and purchase online in ten minutes!"
Straight forward and easy,Straight forward and easy
Best quote out of 4 companies,"Best quote out of 4 companies, I have been insured with this company before and feel confidant I have great coverage"
By easy to complete questions and a…,By easy to complete questions and a reasonable quote
So Easy!!!,"Very fast, easy, very pleasant people!!!"
Sierra was very helpful,Sierra was very thorough and answered my questions clearly.
We used Snowbird Advisor last year in…,We used Snowbird Advisor last year in Florida and will probably use you again this year.
Easy to purchase online,"Date of experience: August 12, 2024"
Easy to navigate application.,"Date of experience: July 31, 2024"
Fast and Efficient. They asked all the questions and within…,They asked all the questions and within 20 minutes I bought my insurance. The gentleman was helpful and very efficient.
holidays,This site was very easy to navigate. the questions were very straight forward and easy to understand...no big words or technical jargon.
The information was easy to understand…,"The information was easy to understand ,straightforward and response was very fast.
Thank You"
It was easy,"It was easy, and didn’t take long to accomplish what was needed to get done"
Easy quote system,Easy quote system. Very competitive rates.
She clarified what I was doing to get…,She clarified what I was doing to get the travel insurance on line
Thank you for your service,Thank you for your service
Very good service,Very good service. Thanks
Friendly and helpful Dan M,Friendly and helpful
The lady on the phone with me was…,The lady on the phone with me was polite and thorough. She spoke in the pleasant manner and was very easy to understand so it made answering the questions go quickly
Painless experience to obtain coverage…,Painless experience to obtain coverage and review questions with representative. He was very clear and helped explain certain items.
Service was fantastic!,"Date of experience: July 13, 2024"
Ease of Doing Business,"Knowledgeable, helpful agent who explained everything that I needed to know in clear terms. Then, once the quote was completed it was emailed to me right away and my wife and I were able to review it and sign on."
"Yay, a real person answered the phone!","Yay, a real person answered the phone in a timely fashion. They were helpful, knowledgeable and were able to offer options in real time, not having to fill in questionnaire that would take days to be reviewed."
The agent explained all my options and…,The agent explained all my options and was patient and helpful.
Phone help,The help I received over the phone was very courteous and thorough. Thank you for your kindness.
Antonietta was really helpful when I…,"Antonietta was really helpful when I called yesterday to top up for my upcoming trip. She was so patient, knowledgeable, efficient & pleasant that i ended up purchasing the top up for the next trip at the same time."
Very knowledgeable and helpful advice,Very knowledgeable and helpful advice. Detailed questions regarding pre existing conditions. I wanted to have everything covered so if I need to use the insurance there would not be issues.
Prices and service exceeded our…,Prices and service exceeded our expectations.
Easy to use and a good value,"Date of experience: July 30, 2024"
Very knowledgeable,Very knowledgeable
Just the assurance that if any health…,Just the assurance that if any health issue arose I would be covered. Reasonably cost.
We found the process of obtaining…,We found the process of obtaining coverage was very easy and simple to complete.
Simple to complete,Simple to complete and priced right
Feeling secure in the traveling to USA,Feeling secure in the traveling to USA
easy process to renew,"Date of experience: July 27, 2024"
Service and price,"Date of experience: July 27, 2024"
buying Florida snowbird Insurance,"simple on line application
only complaint is pricing not the same with what's on line vs a phone call when confirming"
Great Service,We bought an insurance for our future trip. The personnel is very knowledgeable and courteous.
Purchasing travel medical was quick and…,Purchasing travel medical was quick and easy and any questions I had were answered by call the number provided. Hope if we have any concerns while away they will be efficiently taken care of and I can provide a 5 star rating on return.
Ease of doing business,"Date of experience: June 18, 2024"
Knowledgeable service representative,The representative that helped us was friendly and quickly pulled up our file and made our new purchase very easy
I shopped around for insurance and…,I shopped around for insurance and continue to come back to this one for wonderful rates
fair prices,fair prices
Vey easy to fill out forms,"Date of experience: July 24, 2024"
Good value for travel insurance and very helpful customer service consultants,"The consultants on the phone are very helpful with answering questions/clarifying some of medical jargon, and the prices for travel insurance are coming in lower than their competitors."
I recommend this company,Easy to get a travel insurance quote and it was the cheapest of the 3 companies I tried. I ended up getting it from Snowbird advisor.
staff were helpful in explaining…,"staff were helpful in explaining benefits. also helpful when asking the health questions, and giving explanations and information when asked"
Jody was very helpful and informative,Jody was very helpful and informative. It was a pleasure dealing with her.
Good service and value.,Good service and value.
Easy program to follow,Easy program to follow. Price is good and reviews excellent
Easy to use !,Easy to use !
It was easy to complete and affordable.,It was easy to complete and affordable.
Very informative,"Date of experience: June 16, 2024"
Cancelation/interruption Insurance,The price of the cancellation/interruption insurance is well below the competition. That is great!
Person walked me through the…,Person walked me through the application on the phone as it was easier than doing it using an iPhone. Also h hi it a few questions answered. Very professional. The only thing to change would be to reduce the price a bit more.
Reputable and Affordable Company,"Offers the best prices with the best insurance package of all Companies I contacted…feel like a valued customer… broke my big toe in March, thought I needed an ex ray, contacted them, were quick to send out forms and opened a claim, turned out I didn’t need X-ray, cancelled the claim, but was impressed by the quick response."
Personal,"Personal, excellent staff.
Highly recommend."
Your rep was very good and patient with…,Your rep was very good and patient with her answers to all of our questions.
Easy online quote for short trip to USA,Easy online quote for short trip to USA
Competitive Price,"Fast, easy and cost effective."
Awesome and easy experience.,Easy to use website. Unbeatable rates. And it was very quick and efficient. That was the quickest experience I've ever had getting travel insurance.
Very simple questionnaire and process,"Very simple questionnaire and process. Best rate I could find. I checked few other insurance companies that offered much higher premiums for the same coverage. Than I came across this company. Highly recommended, I hope I won’t have to use it during my trip."
"Completely satisfied, would recommend to others.","Very thorough, professional and polite. Very knowledgeable representative who made the experience rate 5 stars.
Thank you;
Ivan A. Porter"
Excellent service by the agent,"Service agent was able to retrieve previous files which sped up the process of obtaining a single trip policy. Agent was efficient, professional and explained everything in detail."
Courteous and helpful.,I made many calls for changes to my policy and for information. Agents were always courteous and helpful.
Quick and easy,Quick and easy
Vacation,"The agent was very knowledgeable and helpful.
I have been using Snowbird Insurance for the past 6 years. I will continue to use them for as long as I can travel."
Excellent Service and Experience,"Fabulous experience talking to the agent who walked me through the options and best way to purchase travel insurance. Clear, concise, understandable - and ultimately a great price too."
Happy client,The price was fair and it was easy to apply
It was the easiest experience I've ever…,It was the easiest experience I've ever had getting travel insurance. Your service and your price is better than anybody else
Simple online process,"Easy, efficient online form and questionnaire"
Good Customer Service,It was straightforward and an easy process when purchasing the Travel Health insurance.
Easy Peasy,"Haven't had to use the coverage, however, the process to get the coverage was easy! Friendly personnel and very informative. Will def use again in the future!"
Easy to follow instructions,Easy to follow instructions. Took no time to purchase.
The representative Crystal was…,"The representative Crystal was fantastic and very helpful, especially when my iPhone was problematic regarding financial details"
Always easy to get my quotes,"Date of experience: July 09, 2024"
Home insurance was too expensive.,Home insurance was too expensive.
filling out the travel insurance form…,filling out the travel insurance form online was easy!
Very easy to enter the information…,Very easy to enter the information required and review the options that best suited us.
We chose Snowbird because we are …,We chose Snowbird because we are members and have dealt with snow bird insurance .We will be checking again in December for Three months This Winter.
It was quick,"It was quick, easily understood and reasonably priced!"
Clear outline of questions to be asked…,"Clear outline of questions to be asked of us
Clearly responded to our few questions"
Professional advice,"Professional advice, good prices"
Process was easy and everything was…,Process was easy and everything was explained clearly
Easy and clear process for travel The process to sign up for travel insurance.,"The process to sign up for travel insurance online was very clear. The medical questionary was quite long, but the questions were very clear and easy to answer."
Easy to navigate website.,"Date of experience: July 03, 2024"
Convenient and thorough,Convenient and thorough
The agent was most helpful and gave me…,"The agent was most helpful and gave me exactly what I was looking for. Very knowledgeable, polite, professional."
Great travel insurance,The rep was courteous and professional and the price was better than travel insurance we previously had with Manulife.
I called customer service to have some…,I called customer service to have some questions answered and it was great to speak to someone who I could understand (did not have a strong foreign accent). The reps answered all may questions and gave suitable recommendations based on options available.
Always helpful,"Always helpful, knowledgeable people. Very friendly and way to deal with."
Price is right,"Date of experience: June 26, 2024"
First person hung up on me,First person hung up on me. Must be a horrible job having to repeat all those questions over and over. Cancelation was a rediculous price so I don’t take it. Ashley filled me in on all I needed to know for medical
Amazing service and knowledgeable…,Amazing service and knowledgeable agents! My only place to purchase travel insurance
The agent was helpful and efficient,The agent was helpful and efficient
Easy to use online system,"Date of experience: June 17, 2024"
It’s easy to use and reasonably priced.,"Date of experience: June 24, 2024"
The staff you have are fantastic,"The staff you have are fantastic. I wish every service provider was this good. I recommend Snowbird to all my boomer friends. Keep your HR they're doing something right.
Thanks Rob and Doreen"
A bit difficult to navigate the legal…,A bit difficult to navigate the legal language but overall it appears ok. Proof will be if we ever need to access a claim. 😊. It would be easier to renew rather than going through a new policy each year?
Lower price for the same coverage.,"Date of experience: June 14, 2024"
Great insurance and good price,"Date of experience: June 22, 2024"
Lady I spoke to was very courteous and…,Lady I spoke to was very courteous and helped explain one of the questions I had a problem with
Easy to purchase with online questions,"Easy to purchase with online questions, no need to call someone, online page can be saved while you check previous pages before completing purchase"
Well explained,"Well explained, thorough questionaire, good service."
Very helpful telephone assistance,"Very helpful telephone assistance, easy on-line application form"
Nice and courteous staff.,Nice and courteous staff.
Had a couple of questions and called…,Had a couple of questions and called your number and Crystal was great to deal with. Very helpful and pleasant!
Had travel insurance with you last year…,"Had travel insurance with you last year but still compared pricing with others. Your still the best. And it was easy to answer the questions online, make a selection, and pay the premium. I printed off the policy which includes my plan information card-style for my travel."
The agent I spoke to on the phone was…,The agent I spoke to on the phone was very friendly and helpful
As always your rates are very…,"As always your rates are very competitive, hence our continued use of your organization for the past several years. The service associated with your organization is excellent."
When I called to asked for quote the…,When I called to asked for quote the representative who answered the call sounds tired and not in a enthusiastic mood anymore. It appears she doesn’t want to answer the call anymore specially if your not going to purchase the plan.
Efficient online service,So easy to use and get instant quote and purchase coverage quickly.
The Snowbird consultant was very…,"The Snowbird consultant was very knowledgeable and helpful.
The only problem we had was the breaking up of the connection. Not sure what the cause was."
Fast,"Fast, easy, convenient and great coverage"
I was very pleased with my initial…,I was very pleased with my initial transaction but I think service could be improved with the app recognizing a returning client to streamline the process with information already on file
Very professional experience,Very professional experience. Jean Marc presented clearly all elements of the questions asked. He made our experience less stressful.
Crystal was simply excellent in helping…,Crystal was simply excellent in helping me with my travel insurance so thank you!!
Buying insurance,Can't give a proper review as have never had a claim but have used this company a few times now and it's always a seamless experience.
Expeditious,"Fast and efficient online.
When called in for information, quick, knowledgeable and helpful advice."
Horrible inflated quotes compared to…,"Horrible inflated quotes compared to others
Stay away!"
Very helpful to describe various…,Very helpful to describe various products and how best to use them
Simple and straightforward,"Simple and straightforward
Thank-you"
I've used Snowbird before when I've…,I've used Snowbird before when I've traveled. It's a wonderful company to deal with and very accommodating to everyone.
Pays to shop price!,"I cancelled an extra 4 day coverage that I just purchased with TD Travel after I thought I would see if all companies were similar in rates.
My coverage for over 65 with the Credit card drops from 21 to 4 days so I needed an additional 4 days coverage for a week holiday to the States.
Snowbird was almost 1/2 the cost as the 4 day extended coverage with TD.
Pays to shop."
Great agent,"The customer service expert was knowledgeable, kind and very clear and easily understood"
Pleasant friendly woman staffer,"Date of experience: May 31, 2024"
Great service,Great service
Great service,Great service. Friendly attendants. Very efficient
Easy process to obtain travel insurance,"Date of experience: June 03, 2024"
the agent chris was very informed about…,the agent chris was very informed about the insurance i was asking for and answered all my questions professionally.
The ability to speak with a real human…,"The ability to speak with a real human being with the calls being answered quickly and courteously. A follow up correction of a mistake I made was handled quickly and, again, with courtesy."
The sign up process was simple and…,The sign up process was simple and easy. The questionnaire was easy to complete and my medical condition was covered in the policy. Thank-you.
Easy to apply on-line.,Easy to apply on-line.
Good service,"Patient and knowledgeable staff
Good pricing on travel insurance compared to other insurance providers"
fairly easy process,"Date of experience: May 30, 2024"
Thorough and friendly.,"Date of experience: May 24, 2024"
Easy to Access and is Comprehensive,"This the second time we have used Snowbird Advisor Insurance for short jaunts to the US. As we have been fortunate to have not needed to make a claim, I can only speak to the ease of the online application process, and the coverage of all pre-existing, and fully declared, medical conditions. Both are the reasons for which we will continue to use this product."
One phone call,"One phone call, got through to a representative who asked health questions and then our 6 day extension was done!"
Everything is considered pre-existing…,"Everything is considered pre-existing conditions. I am a senior but healthy and am not taking ANY medication, but everything that I have, like stiffness in joints, using a cane is considered pre-existing and my rates go up."
Quick and efficient,Ease of use and coverage great.
On line user friendly,On line user friendly
Easy access to insurance,"The representative was friendly, patient and knowledgeable. I had filled out the online quote and was surprised to be able to speak with someone so quickly"
We purchased policy online and the…,We purchased policy online and the website was very easy to navigate. We hope that we do not need to use this travel insurance while away and hope that if we do that process will be equally easy to navigate.
Very easy and pleasant to deal with,Very easy and pleasant to deal with - answered all our questions
They were very knowledgeable and…,They were very knowledgeable and helpful in helping us out.
Very user friendly,Very user friendly! Great rates!
The lady who helped process our request…,The lady who helped process our request was very professional and friendly. We are very pleased with her service provided
Excellent Quote Application Model,"We love the online quote application approach whereby we describe our unique conditions rather than being lumped into the standard questions model used by most insurers. Because we are relatively healthy seniors with minimal pre-conditions, the premiums were much lower than your competitors. Your website and questionnaire format are excellent."
Best and most economical,Best and most economical. Easy site to navigate.
Easy to use great rates,"Date of experience: May 22, 2024"
My called was answered quickly,My called was answered quickly; no need to leave a message and wait for a call back. The assistant was friendly and thorough.
She made the process very easy,She made the process very easy
Quick and easy,"Quick and easy, just hope site is secure for credit card info"
Buying insurance is usually a hassle…,"Buying insurance is usually a hassle but dealing with snowbird advisor insurance was easy, fast and no up sales. We got exactly what we wanted and the advisor was friendly and very helpful. It was a great experience."
Pricing was by far the most reasonable,"Pricing was by far the most reasonable
Based on medical history. Beat competition by a long way"
I felt this company was on my side,"I felt this company was on my side. The previous company seemed to be trying to catch me in an untruth.
I had direct questions requiring direct answers which made it easy.
Every question I had was answered satisfactorily.
The end result was very good."
Very helpful and friendly rep.,"Date of experience: May 15, 2024"
Travel medical insurance,Took time to explain.
Great service and great price,"Date of experience: May 14, 2024"
May 13/24,"May 13/24
Great customer service. The person I spoke to was kind, patient and knowledgeable. Everything was completed, paid for and I received my Insurance cards via email at the end of the conversation. It was easy and I was pleased with the cost.
Valerie Welcher"
Thanks great insurance,Thanks great insurance
Very fair price for what was involved.,Very fair price for what was involved.
Easy and quick online quote,"Easy and quick online quote. Price is good. Hopefully, in case of emergency, they are as good and easy to payout. Have referred friends!"
The adviser was very clear to explain…,"The adviser was very clear to explain everything, very nice and professional and
Had time to listen than you very much!"
Vey affordable and easy to get t…,Vey affordable and easy to get t purchase
Store personal info.,"Easy to understand website, good choices in coverage.

This is the fourth time I bought travel insurance from this company and everytime I had to fill the same from again. It would be nice if the system remembers me and I can pull up the info and make the necessary changes."
Relatively easy to navigate the site…,Relatively easy to navigate the site and eventually find what I was looking for.
Great service,"I almost had a panic attack when I woke up in the middle of the night and realized I forgot to get travel insurance, I was leaving in the morning) knowing that snowbirds was 3 hours ahead of BC, I got up at 5:30 am, tried to do it on line but would only let me go so far, so phoned the 1-800 number and got the most awesome lady, it wasn’t long and I had my insurance. I have used snowbirds quite a lot and always get a very good service."
Very good service,Very good service. Having to have all the medical questions stated and answered on the phone was tedious to say the least.
Professional and easy !,"Agents are very friendly, knowledgeable and get you through the process in a very easy and quick process."
I have purchased travel insurance a few…,"I have purchased travel insurance a few times since becoming a member, although we did not need to use it the first time, praying we don’t require it on the next time. But having it gave/gives us a type of peace and calm. Reps have been helpful and very friendly answered questions without making you feel foolish."
Product knowledge,"Date of experience: May 08, 2024"
Satisfied customer,Very polite and patient advisor who answered my questions. Coverage explained in very clear and precise manner.
Very easy to understand the insurance…,Very easy to understand the insurance application.
It was Kristy I spoke with she spoke…,It was Kristy I spoke with she spoke very clearly and was very pleasant. Explained everything. Very happy with my experience.
The agent with whom I spoke to was…,"The agent with whom I spoke to was knowledgeable, polite and helpful."
Good rate Insurance.,Quick and easy.
Agent was knowledgeable,"Agent was knowledgeable, efficient and answered all my questions. Rates were reasonable."
Simple and easy,Simple and easy
Chrystal’s customer service was great…,Chrystal’s customer service was great getting me set up for my insurance coverage!
Very easy to use website and pricing…,Very easy to use website and pricing was reasonable. thanks
"Effortless to use, speedy quotations and reasonable cost","effortless to contact a representative who was very helpful, courteous and professional. Clarifications requested were answered immediately as well email response for quotations were sent immediately after our conversation."
Great application process!,"The application process over the phone is very easy. The staff is friendly and polite to deal with and the process moves very quickly. I especially like how they cover preexisting conditions.
However the real proof would come when you have a claim- which has not happened yet for me!"
