,score,review,date,pos,neg,neu,compound,year,month
1028,1,Straight forward and easy to set up ,2022-02-15,0.49,0.0,0.51,0.5859,2022,2022-02
1029,1,it was the best price and the form was easy to fill out ,2022-06-29,0.392,0.0,0.608,0.7964,2022,2022-06
1030,1,Quick and easy application process and reasonable price,2023-12-13,0.293,0.0,0.707,0.4404,2023,2023-12
1031,1,Easy access to an advisor and clear and responsive replies to my questions ,2023-01-23,0.444,0.0,0.556,0.7906,2023,2023-01
1032,1,I have always appreciated the people who answer the phone being courteous ,2020-11-13,0.398,0.0,0.602,0.765,2020,2020-11
1033,1,Ease to apply and pricing are important for me,2020-08-23,0.381,0.0,0.619,0.5106,2020,2020-08
1034,1,easy to complete forms   affordable,2020-11-29,0.42,0.0,0.58,0.4404,2020,2020-11
1035,1,Easy to get what I was looking for  great staff to deal with  All around great service,2021-01-10,0.442,0.0,0.558,0.9022,2021,2021-01
1036,1,Obtaining a quote was fast and easy ,2023-03-06,0.326,0.0,0.674,0.4404,2023,2023-03
1037,-1,The experience was mixed  Although the representative I dealt with was very knowledgeable and professional   she deserved   stars  my wife s experience was not so positive  The representative she spoke with to clarify certain concerns she had was less knowledgeable and not helpful  In the result I purchased a policy and my wife did not ,2021-08-10,0.035,0.1,0.865,-0.6004,2021,2021-08
1038,1,Best travel medical product that allows lower costs for those with pre existing conditions that are minor by asking questions that allow price reduction with each question that can be answered no  Easy to use website with all the details you need ,2021-05-27,0.125,0.095,0.78,0.3599,2021,2021-05
1039,1,Great service very thorough,2023-08-12,0.577,0.0,0.423,0.6249,2023,2023-08
1040,1,Good service,2023-09-05,0.744,0.0,0.256,0.4404,2023,2023-09
1041,1,Customer Service agent Teresa did a thorough job in getting us a quote and ensured we had everything covered  Another customer service agent Crystal also was very helpful when I called in to add a medication I had just received  We have been letting our friends know to go through Snowbird Advisor and get quotes ,2022-07-06,0.105,0.0,0.895,0.7346,2022,2022-07
1042,1,Fast and easy online process  Good individual options and relative price ,2023-10-04,0.392,0.0,0.608,0.7003,2023,2023-10
1043,1,Efficient timely quote and explanations  would have given   stars but this insurance only worked for myself not husband  He had to answer yes to what is a minor issue  Found much cheaper insurance elsewhere ,2022-05-22,0.146,0.0,0.854,0.6652,2022,2022-05
1044,1,Pleasant  efficient and helpful,2023-06-06,0.899,0.0,0.101,0.836,2023,2023-06
1045,1,It was a pleasant experience ,2020-09-26,0.452,0.0,0.548,0.5106,2020,2020-09
1046,1,I was treated with respect and politeness  Crysti is very knowledgable and helped me through the prodedure ,2022-03-08,0.162,0.0,0.838,0.4767,2022,2022-03
1047,1,The rates were good  I was able to book over the phone  The process was quick and easy,2023-08-07,0.266,0.0,0.734,0.7003,2023,2023-08
1048,1,Customer service is great  helpful and friendly,2021-12-25,0.716,0.0,0.284,0.8779,2021,2021-12
1049,1,too expensive     seems like they only want extremely healthy people and that s not normally the case  ,2023-04-03,0.327,0.0,0.673,0.6997,2023,2023-04
1050,1,The website was very easy  I also spoke to an agent and she was very articulate in communicating ,2020-01-05,0.158,0.0,0.842,0.4927,2020,2020-01
1051,1,Representative did a great job  ,2022-04-30,0.506,0.0,0.494,0.6249,2022,2022-04
1052,1,Agent was professional and efficient ,2023-11-03,0.412,0.0,0.588,0.4215,2023,2023-11
1053,1,The price is good but the service is unknown because I haven t used it yet  Hope everything will be fine if I use it ,2020-03-18,0.267,0.0,0.733,0.7906,2020,2020-03
1054,1,Very easy to navigate and complete ,2023-12-04,0.39,0.0,0.61,0.4927,2023,2023-12
1055,1,We have been using this company for a number of years  Beyond excellent prices  we found that working with the agents was a dream  They are knowledgeable and keen to help ,2021-07-27,0.319,0.0,0.681,0.8807,2021,2021-07
1056,1,Easy to understand  not complicated  I read a lot of good reviews ,2020-05-11,0.367,0.0,0.633,0.7003,2020,2020-05
1057,1,To start with there was no wait time the agent   I forget her name right now  was friendly  knowledgeable and answered any questions    I had to answer her questions first lol  Anyways the rates were explained to me and when I could expect changes do to my age in future years  This is my   rd season with Snowbird Advisory and their insurance underwriters and the cost seem reasonable ,2021-08-23,0.081,0.055,0.864,0.4404,2021,2021-08
1058,1,Good service,2022-12-01,0.744,0.0,0.256,0.4404,2022,2022-12
1059,1,The price is right  I have never made a claim  I hope they will stand by me if I need them,2020-03-29,0.127,0.0,0.873,0.4404,2020,2020-03
1060,1,Simple to use competitive rates Quick feedback,2021-02-05,0.221,0.0,0.779,0.1779,2021,2021-02
1061,-1,I had printed out a copy of my policy to begin with  Later I could not access my policy  This was a problem because I wanted to send it to my daughters  I had to scan my printed copy to do this  which was,2020-10-22,0.0,0.059,0.941,-0.4019,2020,2020-10
1062,1,No waiting on hold  call answered promptly  Agent Jean Marc  fully bilingual  very professional  friendly and knowledgeable handled my call  explained in detail what I didn t understand and didn t rush me for answers  He personalized the call making my husband and me feel that we were the only callers that day  Both my husband and I are very satisfied with his service and he deserves recognition for having made our transaction customer friendly  Bravo  Jean Marc ,2023-08-11,0.114,0.026,0.861,0.8211,2023,2023-08
1063,1,No wait time on hold  Efficient  knew what they were talking about  quotes emailed right away ,2021-09-07,0.147,0.116,0.737,0.1531,2021,2021-09
1064,1,Didn t have to wait long for a specialist  was very helpful and got our best deal here,2022-03-10,0.313,0.0,0.687,0.807,2022,2022-03
1065,1,Great Staff and great at explaining all parts of your policy ,2021-02-25,0.477,0.0,0.523,0.8481,2021,2021-02
1066,1,We used this insurance last year too  but never had any health problems or claims  We called them again this year for our insurance and were happy with the helpful person we talked to  We bought our insurance again and are looking forward to a wonderful carefree time down south ,2022-11-12,0.263,0.054,0.683,0.9413,2022,2022-11
1067,1,After shopping around for travel insurance  and many hours spent looking and filling out questionnaires  I have to say this was the best I could find  Snowbird Advisor Insurance   It was easy to go on line and fill out the require information and receive the quote in a matter of minutes  I saved a lot of money compared to other companies I check with         Thanks Snowbird Advisor,2021-07-28,0.183,0.0,0.817,0.9169,2021,2021-07
1068,1,Professional and informative correspondence a real help when extending coverage for trips  ,2020-05-22,0.197,0.0,0.803,0.4019,2020,2020-05
1069,1,Collette was so helpful and patient  She was very knowledgeable and answered all our questions ,2022-09-19,0.205,0.0,0.795,0.5598,2022,2022-09
1070,0,Knowledgeable staff  Quick response ,2021-10-26,0.0,0.0,1.0,0.0,2021,2021-10
1071,1,Very easy to use and rates were great,2020-05-24,0.549,0.0,0.451,0.807,2020,2020-05
1072,1,I am very happy   Everyone was very helpful and very thorough ,2023-06-02,0.441,0.0,0.559,0.7956,2023,2023-06
1073,1,It was a straight forward process for me to get insurance  The online application was easy to navigate ,2022-10-03,0.231,0.0,0.769,0.5859,2022,2022-10
1074,1,Easy format to arrange travel insurance online and at a competitive rate ,2021-05-17,0.315,0.0,0.685,0.5574,2021,2021-05
1075,1,After reviewing a dozen  yes  a dozen of travel insurance policies with pre existing medical conditions  your plan is the best for seniors who travel like me  but is restricted or inconvenienced by the limiting word  stable period  The no stability plan you have is an excellent plan  I can now travel with peace of mind knowing that I have your back when I am away   Thank you  I will surely recommend this plan to others ,2022-03-31,0.29,0.062,0.648,0.9718,2022,2022-03
1076,1,EASY TO APPLY ON LINE,2020-04-13,0.42,0.0,0.58,0.4404,2020,2020-04
1077,1,Easy Application to complete and down loading Policy  Premium Reasonable,2022-11-28,0.244,0.0,0.756,0.4404,2022,2022-11
1078,1,Agents friendly and professional,2020-07-16,0.516,0.0,0.484,0.4939,2020,2020-07
1079,1,Quick service and competitive pricing,2021-08-01,0.298,0.0,0.702,0.1779,2021,2021-08
1080,1,agents were knowledgeable and very clear on what you cover and what you do not cover  price was reasonable ,2021-01-25,0.138,0.0,0.862,0.4391,2021,2021-01
1081,0,Had answers that made sense for all my questions,2023-04-17,0.0,0.0,1.0,0.0,2023,2023-04
1082,1,It was quick and easy to contact your organization to get a quote  Your website is very easy to navigate,2021-07-07,0.253,0.0,0.747,0.7264,2021,2021-07
1083,1,Good price and easy to book,2022-11-04,0.592,0.0,0.408,0.7003,2022,2022-11
1084,1,Megan was very professional   answered all questions that I asked   Even the ones I didn t like  but that s not her fault  We ve been with Snowbirds for years  Always polite   knowlegable ,2023-08-05,0.13,0.0,0.87,0.5628,2023,2023-08
1085,1,Easy to apply on line and fair pricing ,2021-04-22,0.464,0.0,0.536,0.6369,2021,2021-04
1086,1,Snowbird Advisor is very easy to get a quote for travel medical insurance  The website is very easy to understand and easy to navigate  Prices are competitive  We have always used Snowbird for travel medical insurance and will continue to do so ,2023-06-08,0.224,0.0,0.776,0.8746,2023,2023-06
1087,1,I didn t use it so it was perfect    ,2022-07-11,0.331,0.0,0.669,0.6077,2022,2022-07
1088,1,Quick to answer  friendly helpful service  pricing was not competitive but we re still happy with many other services,2021-02-23,0.358,0.05,0.593,0.8312,2021,2021-02
1089,1,Easy to apply online  quick and efficient process ,2020-06-05,0.487,0.0,0.513,0.6908,2020,2020-06
1090,1,it was easy to deal with,2021-07-03,0.367,0.0,0.633,0.4404,2021,2021-07
1091,1,Very efficient  Questions were easy to answer ,2023-01-25,0.545,0.0,0.455,0.7178,2023,2023-01
1092,1,Super friendly and helpful staff  Competitive pricing  Easy to reach ,2022-10-17,0.796,0.0,0.204,0.9274,2022,2022-10
1093,1,Cindy was great in explaining everything to us ,2022-09-23,0.369,0.0,0.631,0.6249,2022,2022-09
1094,1,Very straight forward  easy to navigate and figure out  I also called just to confirm a few things and Crystal was very helpful ,2023-12-05,0.297,0.0,0.703,0.8151,2023,2023-12
1095,1,I found the whole experience very easy to deal with  bearing in mind I m    and not as computer literate as I should be  I appreciate the competitive rate offered and will keep you guys in mind in my future travels ,2022-08-08,0.167,0.0,0.833,0.7645,2022,2022-08
1096,1,Very friendly and easy to understand,2020-10-15,0.625,0.0,0.375,0.7688,2020,2020-10
1097,0,Very thorough in explanation,2023-07-01,0.0,0.0,1.0,0.0,2023,2023-07
1098,1,Adam was clear and concise on the phone making it very easy to communicate with him  He was very professional on the phone ,2020-07-14,0.216,0.0,0.784,0.6997,2020,2020-07
1099,1,Very helpful when calling for a quote  and just as good when I booked the insurance  The call takers spoke clear English  this was very helpful as I had no misinterpreting of what was being said  I m sure I will use Snowbird again as there rates were better than all the other insurance company s I had contacted ,2021-08-20,0.238,0.031,0.732,0.9285,2021,2021-08
1100,1,I have been now using snowbird ins  for a few years  Fortunately I have not had to use the services because of a medical emergency  However it is good to know they are there  A peace of mind  Good value for the money  Better than other companies,2021-05-31,0.251,0.045,0.704,0.9001,2021,2021-05
1101,1,Theresa was very helpful and knowledgeable with a sense of humour ,2022-05-14,0.408,0.0,0.592,0.7346,2022,2022-05
1102,1,Sales person was great ,2023-02-15,0.577,0.0,0.423,0.6249,2023,2023-02
1103,1,We call to chat with an agent  They are always helpful and cheerful  it is a pleasure to deal with Snowbird for this reason  The price is also very good,2022-03-16,0.337,0.0,0.663,0.9216,2022,2022-03
1104,0,Snow bird you answer the phone and don t keep your clients waiting for long periods of time,2023-03-28,0.0,0.0,1.0,0.0,2023,2023-03
1105,1,When speaking with a few different people at Snowbird regarding emergency travel insurance prior to purchasing  everyone was very helpful and thorough  This being our first time purchasing medical insurance  it was a positive experience  All questions answered and we feel we chose the right company for this purchase ,2022-03-25,0.121,0.047,0.832,0.624,2022,2022-03
1106,1,Very easy to understand the web site and products   when i phoned in with a question only a   minute wait   great price and versatility,2020-08-15,0.249,0.0,0.751,0.807,2020,2020-08
1107,1,I was looking for travel medical insurance and considering different options  Snowbirdadvisor was one of four I looked into  The quote I received and the terms were acceptable and I went ahead with the purchase  I was particularly impressed with the helpfulness and patience of their agent ,2020-08-03,0.163,0.0,0.837,0.8221,2020,2020-08
1108,1,Excellent price and very clear web page,2022-08-05,0.569,0.0,0.431,0.7645,2022,2022-08
1109,1,Good service all good thanks,2020-01-15,0.813,0.0,0.187,0.8271,2020,2020-01
1110,1,The agent was very courteous and thorough  It was a pleasant experience,2023-03-26,0.408,0.0,0.592,0.7841,2023,2023-03
1111,1,It is an incredible insurance coverage  However  when I called in to renew the consultant didn t seem to know the policies or procedures  I was on hold for over     hour and he kept insisting that the policy I have had for several years was not available  When he finally went thru the supervisor everything was great,2023-07-08,0.068,0.0,0.932,0.6249,2023,2023-07
1112,0,Agent knew her business,2023-03-26,0.0,0.0,1.0,0.0,2023,2023-03
1113,1,Courteous and efficient agent  Was able to guide us through the questions quickly and efficiently  She was a great help in a stressful time ,2020-02-16,0.423,0.089,0.488,0.9062,2020,2020-02
1114,1,Got my insurance online nice and easy to follow,2020-11-19,0.449,0.0,0.551,0.6908,2020,2020-11
1115,1,Straight forward  Quick estimate provided ,2022-04-23,0.322,0.0,0.678,0.2263,2022,2022-04
1116,1,Application easy  Prices competitive,2020-05-09,0.697,0.0,0.303,0.5574,2020,2020-05
1117,1,Excellent web site  Easy to use  Reasonable price ,2023-12-05,0.524,0.0,0.476,0.765,2023,2023-12
1118,1,Product was bought on line with step by step process  Compared to other companies with the same product  the pricing was the best for our situation  This is the first time using this company ,2020-04-04,0.113,0.0,0.887,0.6369,2020,2020-04
1119,1,The rep was very pleasant and knowledgable and informed me of everything I needed to know about their policy ,2021-09-18,0.166,0.0,0.834,0.5563,2021,2021-09
1120,1,Carla was very informative and friendly  She answered all my questions and offered insurance that was affordable for us  The coverage includes everything we need to have a worry free trip ,2022-01-24,0.18,0.077,0.743,0.5945,2022,2022-01
1121,1,Wonderful to talk to a real person who was so helpful and I wasn t on the phone for hours  Thank you very much,2023-08-08,0.319,0.0,0.681,0.8695,2023,2023-08
1122,-1,It was great to find travel insurance tailored to our own situation in terms of medical issues  Easy to buy and very helpful staff during a follow up phone call too  But the REAL issue will be if we make a claim  So many horror stories of insurance companies finding a way to delay paying or not paying at all  I hope you are not like the rest  Though I d prefer not to find out ,2022-03-04,0.115,0.122,0.763,-0.3991,2022,2022-03
1123,1,I gave a    rating as I was not informed of cheaper choices available when asked for an   day extension on my full plan even though I complained about the price  I found our about this from friends that have booked from your company ,2023-07-30,0.066,0.058,0.876,0.1027,2023,2023-07
1124,1,Cindy did an excellent interview and setting up my travel insurance  I appreciate your company for going over everything on my insurance  This is my second year and I felt the travel insurance is perfect for travelling through the year  Thank you  ,2020-03-09,0.249,0.0,0.751,0.9118,2020,2020-03
1125,1,Easy  effective way of renewing our travel insurance ,2020-01-11,0.5,0.0,0.5,0.7184,2020,2020-01
1126,1,Online process was really easy  we even called to make sure that we had not missed anything and the service was friendly and quick and the price was right ,2023-07-01,0.297,0.0,0.703,0.8618,2023,2023-07
1127,1,Very friendly and informative ,2022-05-21,0.538,0.0,0.462,0.5413,2022,2022-05
1128,1,Great prices  helpful  friendly and fast ,2021-07-03,0.771,0.0,0.229,0.8779,2021,2021-07
1129,1,Excellent customer service  This company creates personalized Ins  Coverage for the customers with preexisting medical conditions ,2023-03-03,0.293,0.0,0.707,0.7003,2023,2023-03
1130,1,I only needed a   day top up to our annual policies  it was quick and I could do it for my husband at the same time ,2021-12-12,0.067,0.0,0.933,0.2023,2021,2021-12
1131,1,easy and fast  but found it went up lots from last year ,2020-01-23,0.151,0.0,0.849,0.2382,2020,2020-01
1132,1,Nice and Easy  ,2022-03-25,0.851,0.0,0.149,0.6908,2022,2022-03
1133,1,Easy to use web site  Competitive pricing,2020-12-11,0.479,0.0,0.521,0.5574,2020,2020-12
1134,1,SnowBird must have chosen ManuLife and got a good deal for us  I compared Snowbird s quote to Costco s quote through ManuLife  and it was way better  Don t know why  But very happy with it ,2020-10-28,0.216,0.0,0.784,0.8552,2020,2020-10
1135,1,I was answered all my questions  and I felt well advised,2020-12-28,0.174,0.0,0.826,0.2732,2020,2020-12
1136,1,Easy to navigate website  Good prices ,2021-01-30,0.592,0.0,0.408,0.7003,2021,2021-01
1137,1,Clarity of the policy well explained  God forbid something goes wrong during my trip  I am given full clarity of the benefits I will be entitled to  I do not have fight for anything ,2020-08-05,0.352,0.115,0.533,0.8436,2020,2020-08
1138,1,It was quick and easy,2020-05-20,0.42,0.0,0.58,0.4404,2020,2020-05
1139,1,I love the on line quote it was quick and easy  Before I purchased  I called as I had questions and I was confident all was well  The agent I spoke with was very knowledgeable and very polite  Thanks,2022-08-15,0.314,0.0,0.686,0.939,2022,2022-08
1140,1,Highly efficient and simple to fill out  Very good rates ,2023-05-18,0.44,0.0,0.56,0.742,2023,2023-05
1141,1,This is the second time I have used Snowbird Advisor because of their travel medical insurance with no stability period requirements  PrimeLink TravelSense   The representative was very helpful and walked me through the questionnaire and answered all of my questions  And the cost of the insurance seems very reasonable to me   Because I have not made a claim with this insurance company yet  I cannot comment on the most important aspect  how smoothly the process goes when you need to make a claim  However  at this point I would definitely use them again ,2022-09-11,0.08,0.022,0.898,0.6894,2022,2022-09
1142,1,Fast and professional    good rates with nothing hidden ,2022-09-19,0.293,0.0,0.707,0.4404,2022,2022-09
1143,1,Simple to get insurance  really friendly service  and will be back for my next trip ,2022-04-07,0.2,0.0,0.8,0.5413,2022,2022-04
1144,1,They called me back  asked the questions and provided travel insurance  They made it very easy ,2021-11-13,0.176,0.0,0.824,0.4927,2021,2021-11
1145,0,All round professional ,2022-09-30,0.0,0.0,1.0,0.0,2022,2022-09
1146,1,They were extremely helpful and worked with me to find the product I needed  travel insurance  at a good price ,2020-12-21,0.25,0.0,0.75,0.7178,2020,2020-12
1147,1,easy and quick ,2022-10-04,0.592,0.0,0.408,0.4404,2022,2022-10
1148,1,Easy to get through,2023-09-09,0.492,0.0,0.508,0.4404,2023,2023-09
1149,1,This was the first time I had occasion to deal with Snowbirds insurance  The lady we talked to was so pleasant and helpful it made me feel at ease to get the insurance I needed  Thankyou so much,2023-03-02,0.219,0.0,0.781,0.8691,2023,2023-03
1150,0,They were informative and knowledgable and helped us to decide on a product ,2022-06-06,0.0,0.0,1.0,0.0,2022,2022-06
1151,1,Ease of purchasing,2020-05-06,0.556,0.0,0.444,0.3612,2020,2020-05
1152,1,Easy to use online,2023-02-03,0.492,0.0,0.508,0.4404,2023,2023-02
1153,1,Efficient and quick ,2022-10-05,0.583,0.0,0.417,0.4215,2022,2022-10
1154,1,This is our  th year purchasing policies from Snowbird Advisors  however  there have been a few glitches along the way  Quite a bit of confusion with policy errors by Snowbird for   years in a row  however  in both instances after several phone calls Snowbird corrected the issues  Our dealings with Snowbird Advisors have always been pleasant and issues worked through pleasantly  Thank you ,2021-08-26,0.124,0.064,0.811,0.6486,2021,2021-08
1155,1,Sarah  our advisor  did an excellent job of explaining the coverage  She was great,2023-11-02,0.394,0.0,0.606,0.8316,2023,2023-11
1156,1,Call centre was extremely helpful when I went through the application process ,2022-10-10,0.219,0.0,0.781,0.4754,2022,2022-10
1157,1,The service representative that we worked with was knowledgeable  patient and thorough  Much appreciated   ,2020-02-20,0.202,0.0,0.798,0.5106,2020,2020-02
1158,1,The insurance specialist  Tim was wonderful on the phone  He was sociable  friendly  efficient  and knowledgeable  When I called back to confirm the arrangements and to pay  the second specialist  Jodi was equally efficient  I hope everything works out so that we do not need to use our insurance  We will get back to you to plan travel medical insurance for another trip  Thank you ,2022-11-18,0.263,0.018,0.72,0.9607,2022,2022-11
1159,1,Easy to navigate and good price ,2023-08-12,0.592,0.0,0.408,0.7003,2023,2023-08
1160,1,All the staff were very helpful and professional,2023-08-13,0.306,0.0,0.694,0.4754,2023,2023-08
1161,1,The representative was very pleasant and informative  When we ran into a bit of a hurdle with the quote  she escalated the issue immediately  and got back to us the next morning with a resolution ,2022-02-17,0.096,0.0,0.904,0.5563,2022,2022-02
1162,1,Reasonably priced  quick and easy ,2023-12-01,0.42,0.0,0.58,0.4404,2023,2023-12
1163,1,I ve dealt with Snowbird in the past   had a positive experience in arranging insurance  The rep was very helpful   thorough ,2022-03-24,0.26,0.0,0.74,0.7713,2022,2022-03
1164,1,Easy affordable and pleasant to work with ,2023-11-29,0.554,0.0,0.446,0.7351,2023,2023-11
1165,1,Great coverage at a reasonable price ,2023-10-01,0.451,0.0,0.549,0.6249,2023,2023-10
1166,1,This is the  rd policy I ve used Snowbird Advisor for my annual travel insurance and top up s for extended periods over the annual plan and each time the representative on the other end of the line has been  knowledgeable  professional  efficient and  pleasant   The pricing is very competitive to others and often better in pricing or plan limits  eg     M coverage vs   M    Thankfully  I haven t had to make a claim so I can t tell you about the claims experience and hopefully I never will  I did have a small claim with a previous company when travelling and the claims underwriters were the same as Snowbird s and they were excellent to deal with so hopefully     So far   excellent ,2021-02-23,0.207,0.0,0.793,0.9808,2021,2021-02
1167,1,Straight forward  easy to follow  user friendly website which provides quotes from well known insurers for travel insurance  Although as I have not  as yet  had to make a claim  not sure how high I would rate them then ,2023-04-20,0.219,0.043,0.738,0.7985,2023,2023-04
1168,1,Great customer service person  Helpful  efficient and personable ,2022-09-09,0.66,0.0,0.34,0.8658,2022,2022-09
1169,1,The person we spoke to was friendly  communicated clearly  understood our needs  and looked after our request efficiently ,2022-04-04,0.364,0.0,0.636,0.8225,2022,2022-04
1170,0,Knowledgeable and professional advisor,2022-10-21,0.0,0.0,1.0,0.0,2022,2022-10
1171,-1,I m hard of hearing and repeated things for me and helped me understand things ,2021-07-20,0.0,0.091,0.909,-0.1027,2021,2021-07
1172,1,easy to use website  good price for coverage,2021-01-05,0.492,0.0,0.508,0.7003,2021,2021-01
1173,1,The online quote system was bang on for myself but there was a large discrepancy for my wife compared to the end quote when talking to an agent  Strange as it s me with the medical conditions and her with none  Comparatively the pricing was about     less than the company we had been using  claims free  for the past    years ,2022-07-24,0.069,0.034,0.897,0.5023,2022,2022-07
1174,1,Delightful and knowledgeable staff to deal with,2021-10-22,0.388,0.0,0.612,0.5859,2021,2021-10
1175,0,I completed the forms and received a quote  paid my requested amount and received a copy of my policy by email  I contacted them by the number to clarify my pre existing diagnoses  The agent I spoke with said my diagnoses are considered stable  However the SnowbirdAdvisor website erred and my premium should be almost   times the premium charged  I advised him that I was completely surprised by this premium and would not have agreed to it  He informed me that after escalating the issue to his supervisor the company was cancelling the policy  He arranged for a secure line to submission my credit card information  He then told me the SnowBirdAdvisory Insurance were not refunding me the premium  He said he would discuss with the accounts department and call me when the refund was processed  It is   days later and I not only have not received my refund but no confirmation that the policy has been canceled ,2023-12-25,0.048,0.043,0.909,-0.0414,2023,2023-12
1176,0,Quick and simple,2022-08-26,0.0,0.0,1.0,0.0,2022,2022-08
1177,1,All good  Nothing more to add,2023-08-25,0.367,0.0,0.633,0.4404,2023,2023-08
1178,1,it was easy to sign up for travel insurance,2023-03-06,0.266,0.0,0.734,0.4404,2023,2023-03
1179,1,Questions were easy to understand and answer ,2020-07-20,0.326,0.0,0.674,0.4404,2020,2020-07
1180,1,Easy to follow instructions  Competitive rates ,2023-12-30,0.535,0.0,0.465,0.5574,2023,2023-12
1181,1,Colette was clear and concise during the process  She was also extremely friendly  I was not rushed and all my questions were answered courteously ,2020-11-08,0.217,0.0,0.783,0.7264,2020,2020-11
1182,1,Online purchase   very simple and easy to use ,2020-04-26,0.311,0.0,0.689,0.4877,2020,2020-04
1183,0,Provides reasonable pricing options for single trip travel insurance ,2022-07-25,0.0,0.0,1.0,0.0,2022,2022-07
1184,1,The agent was very knowledgeable  answered all our questions clearly  She was very easy to understand and we got set up very quickly ,2021-07-28,0.219,0.0,0.781,0.7089,2021,2021-07
1185,1,Yes  nice service  and good prices,2020-08-31,0.737,0.0,0.263,0.8126,2020,2020-08
1186,1,The insurance agent was friendly  helpful  and excellent to deal with ,2021-06-20,0.548,0.0,0.452,0.8658,2021,2021-06
1187,1,Rep friendly  helpful  patient ,2020-03-15,0.75,0.0,0.25,0.7184,2020,2020-03
1188,1,Excellent price,2021-01-20,0.787,0.0,0.213,0.5719,2021,2021-01
1189,1,We have dealt with Snowbird for several trips  I do my quote online first and then phone to double check my input agent Karen  very recent call  was most friendly and so thorough and accommodating  Highly recommend this company for efficiency ,2023-05-18,0.188,0.0,0.812,0.831,2023,2023-05
1190,1,Easy  quick and reasonable coverage for emergency medical travel requirements ,2021-04-19,0.215,0.193,0.593,0.0772,2021,2021-04
1191,1,Good timing  great price and coverage  Quotation and purchase online in ten minutes ,2021-02-21,0.389,0.0,0.611,0.7906,2021,2021-02
1192,1,Straight forward and easy,2020-12-12,0.706,0.0,0.294,0.5859,2020,2020-12
1193,1,Best quote out of   companies  I have been insured with this company before and feel confidant I have great coverage,2021-10-01,0.316,0.0,0.684,0.8519,2021,2021-10
1194,1,By easy to complete questions and a reasonable quote,2022-07-27,0.266,0.0,0.734,0.4404,2022,2022-07
1195,1,Very fast  easy  very pleasant people   ,2022-08-12,0.629,0.0,0.371,0.7764,2022,2022-08
1196,1,Sierra was very thorough and answered my questions clearly ,2022-05-25,0.252,0.0,0.748,0.4019,2022,2022-05
1197,0,We used Snowbird Advisor last year in Florida and will probably use you again this year ,2022-02-01,0.0,0.0,1.0,0.0,2022,2022-02
1198,1,Easy to purchase online,2023-04-17,0.492,0.0,0.508,0.4404,2023,2023-04
1199,1,Easy to navigate application ,2023-04-20,0.492,0.0,0.508,0.4404,2023,2023-04
1200,1,They asked all the questions and within    minutes I bought my insurance  The gentleman was helpful and very efficient ,2021-10-25,0.257,0.0,0.743,0.7089,2021,2021-10
1201,1,This site was very easy to navigate  the questions were very straight forward and easy to understand   no big words or technical jargon ,2020-01-25,0.281,0.075,0.644,0.7258,2020,2020-01
1202,1,The information was easy to understand  straightforward and response was very fast  Thank You,2023-04-18,0.321,0.0,0.679,0.6887,2023,2023-04
1203,1,It was easy  and didn t take long to accomplish what was needed to get done,2021-12-10,0.289,0.0,0.711,0.6908,2021,2021-12
1204,1,Easy quote system  Very competitive rates ,2023-03-30,0.55,0.0,0.45,0.5984,2023,2023-03
1205,0,She clarified what I was doing to get the travel insurance on line,2020-06-25,0.0,0.0,1.0,0.0,2020,2020-06
1206,1,Thank you for your service,2020-10-11,0.385,0.0,0.615,0.3612,2020,2020-10
1207,1,Very good service  Thanks,2020-03-03,0.761,0.0,0.239,0.7474,2020,2020-03
1208,1,Friendly and helpful,2022-09-29,0.857,0.0,0.143,0.7184,2022,2022-09
1209,1,The lady on the phone with me was polite and thorough  She spoke in the pleasant manner and was very easy to understand so it made answering the questions go quickly,2021-10-23,0.183,0.0,0.817,0.7574,2021,2021-10
1210,1,Painless experience to obtain coverage and review questions with representative  He was very clear and helped explain certain items ,2021-10-27,0.31,0.0,0.69,0.7346,2021,2021-10
1211,1,Service was fantastic ,2020-06-04,0.643,0.0,0.357,0.5574,2020,2020-06
1212,1,Knowledgeable  helpful agent who explained everything that I needed to know in clear terms  Then  once the quote was completed it was emailed to me right away and my wife and I were able to review it and sign on ,2022-12-08,0.124,0.0,0.876,0.6597,2022,2022-12
1213,1,Yay  a real person answered the phone in a timely fashion  They were helpful  knowledgeable and were able to offer options in real time  not having to fill in questionnaire that would take days to be reviewed ,2022-08-24,0.15,0.0,0.85,0.7351,2022,2022-08
1214,1,The agent explained all my options and was patient and helpful ,2022-04-28,0.219,0.0,0.781,0.4215,2022,2022-04
1215,1,The help I received over the phone was very courteous and thorough  Thank you for your kindness ,2023-01-12,0.476,0.0,0.524,0.8955,2023,2023-01
1216,1,Antonietta was really helpful when I called yesterday to top up for my upcoming trip  She was so patient  knowledgeable  efficient   pleasant that i ended up purchasing the top up for the next trip at the same time ,2023-10-16,0.283,0.0,0.717,0.9013,2023,2023-10
1217,1,Very knowledgeable and helpful advice  Detailed questions regarding pre existing conditions  I wanted to have everything covered so if I need to use the insurance there would not be issues ,2021-11-19,0.096,0.0,0.904,0.4703,2021,2021-11
1218,0,Prices and service exceeded our expectations ,2020-05-27,0.0,0.0,1.0,0.0,2020,2020-05
1219,1,Easy to use and a good value,2020-12-07,0.672,0.0,0.328,0.802,2020,2020-12
1220,0,Very knowledgeable,2021-04-20,0.0,0.0,1.0,0.0,2021,2021-04
