score,review
1,It was easy to understand
1,Easy to purchase  Priced around and by far the best rates   
1,Application was easy
1,Simple to navigate  competitive price
1,The agent Chris  was very helpful 
1,It was simple  efficient  quick and very affordable
1,The agents that i dealt with on the phone were all great very professional and answered all my questions 
1,The easy way to apply on line and receive quote right away  It was also great options  With   deductible All what i was looking for very good prices when compared to others
1,Your agent Christine was very courteous and informative during her questions to us
1,Really easy to use the online selections 
0,First of all  your company really helped Seniors  Most other companies refused to give me insurance as soon as they knew I am a senior and NATURALLY have health issues  You spoke to me at length and understood my issues and offered me isurance which made me feel at ease 
1,Very user friendly and competitive pricing  Thanks
1,Your site was easy to navigate  It was easy to receive a quote  the price was very competitive and I purchased on the spot  Thank you for making it so easy 
1,Buying travel insurance can be a bit overwhelming given the many options out there  Seasonally  we always stick with Snowbird Advisor for our travel insurance needs  This time  I changed age brackets and was not impressed with the initial cost quote  so my advisor worked hard to get me a plan and rate I was comfortable with  I ll never be happy with the cost of travel insurance but I feel that Snowbird Advisor tries hard to satisfy our needs and ensures we understand the process  Their team is great 
1,The rep was professional  easy to understand  my second year with Snowbird Advisor Insurance  Very satisfied
1,All the reps were pleasant  However  with insurance you can t really give a   star until you have a claim  That is the best way to rate any insurance company 
1,We are a renewing customer and the agent was very helpful 
1,Price and value
1,I had some health issues within a week of our planned holiday   I was now out of the    days health clear window for our regular insurance provided by my company   I phoned Snowbirds Advisor and told them all my conditions and what health issue had just happened   They clearly stated these on my    day policy I needed for this trip and I have the peace of mind I have coverage   Their no waiting period health insurance while a little more expensive is still a great deal   I will use this insurance again I m sure  
1,Checked various companies this was by far best rate
1,Was very clear and easy on website to fill out application  It asked the right questions that made me comfortable to know that I was fully covered 
1,Easy to complete on line
1,Easy to use on line application  a live person is easy to reach to answer questions 
1,Good value  Better than the competitors I checked 
1,The experience on the phone was easy  quick and very informative 
1,Pricing and not to confusing forms
0,Simple and straightforward 
1,After a lengthy time researching different companiew for travel insurance   your company was the easiest  fastest and had comparable rates  Thanyou
1,Easy to apply online for coverage  Good explanation of each line 
1,Straight forward and easy to set up 
1,it was the best price and the form was easy to fill out 
1,Quick and easy application process and reasonable price
1,Easy access to an advisor and clear and responsive replies to my questions 
1,I have always appreciated the people who answer the phone being courteous 
1,Ease to apply and pricing are important for me
1,easy to complete forms   affordable
1,Easy to get what I was looking for  great staff to deal with  All around great service
1,Obtaining a quote was fast and easy 
-1,The experience was mixed  Although the representative I dealt with was very knowledgeable and professional   she deserved   stars  my wife s experience was not so positive  The representative she spoke with to clarify certain concerns she had was less knowledgeable and not helpful  In the result I purchased a policy and my wife did not 
1,Best travel medical product that allows lower costs for those with pre existing conditions that are minor by asking questions that allow price reduction with each question that can be answered no  Easy to use website with all the details you need 
1,Great service very thorough
1,Good service
1,Customer Service agent Teresa did a thorough job in getting us a quote and ensured we had everything covered  Another customer service agent Crystal also was very helpful when I called in to add a medication I had just received  We have been letting our friends know to go through Snowbird Advisor and get quotes 
1,Fast and easy online process  Good individual options and relative price 
1,Efficient timely quote and explanations  would have given   stars but this insurance only worked for myself not husband  He had to answer yes to what is a minor issue  Found much cheaper insurance elsewhere 
1,Pleasant  efficient and helpful
1,It was a pleasant experience 
1,I was treated with respect and politeness  Crysti is very knowledgable and helped me through the prodedure 
1,The rates were good  I was able to book over the phone  The process was quick and easy
1,Customer service is great  helpful and friendly
1,too expensive     seems like they only want extremely healthy people and that s not normally the case  
1,The website was very easy  I also spoke to an agent and she was very articulate in communicating 
1,Representative did a great job  
1,Agent was professional and efficient 
1,The price is good but the service is unknown because I haven t used it yet  Hope everything will be fine if I use it 
1,Very easy to navigate and complete 
1,We have been using this company for a number of years  Beyond excellent prices  we found that working with the agents was a dream  They are knowledgeable and keen to help 
1,Easy to understand  not complicated  I read a lot of good reviews 
1,To start with there was no wait time the agent   I forget her name right now  was friendly  knowledgeable and answered any questions    I had to answer her questions first lol  Anyways the rates were explained to me and when I could expect changes do to my age in future years  This is my   rd season with Snowbird Advisory and their insurance underwriters and the cost seem reasonable 
1,Good service
1,The price is right  I have never made a claim  I hope they will stand by me if I need them
1,Simple to use competitive rates Quick feedback
-1,I had printed out a copy of my policy to begin with  Later I could not access my policy  This was a problem because I wanted to send it to my daughters  I had to scan my printed copy to do this  which was
1,No waiting on hold  call answered promptly  Agent Jean Marc  fully bilingual  very professional  friendly and knowledgeable handled my call  explained in detail what I didn t understand and didn t rush me for answers  He personalized the call making my husband and me feel that we were the only callers that day  Both my husband and I are very satisfied with his service and he deserves recognition for having made our transaction customer friendly  Bravo  Jean Marc 
1,No wait time on hold  Efficient  knew what they were talking about  quotes emailed right away 
1,Didn t have to wait long for a specialist  was very helpful and got our best deal here
1,Great Staff and great at explaining all parts of your policy 
1,We used this insurance last year too  but never had any health problems or claims  We called them again this year for our insurance and were happy with the helpful person we talked to  We bought our insurance again and are looking forward to a wonderful carefree time down south 
1,After shopping around for travel insurance  and many hours spent looking and filling out questionnaires  I have to say this was the best I could find  Snowbird Advisor Insurance   It was easy to go on line and fill out the require information and receive the quote in a matter of minutes  I saved a lot of money compared to other companies I check with         Thanks Snowbird Advisor
1,Professional and informative correspondence a real help when extending coverage for trips  
1,Collette was so helpful and patient  She was very knowledgeable and answered all our questions 
0,Knowledgeable staff  Quick response 
1,Very easy to use and rates were great
1,I am very happy   Everyone was very helpful and very thorough 
1,It was a straight forward process for me to get insurance  The online application was easy to navigate 
1,Easy format to arrange travel insurance online and at a competitive rate 
1,After reviewing a dozen  yes  a dozen of travel insurance policies with pre existing medical conditions  your plan is the best for seniors who travel like me  but is restricted or inconvenienced by the limiting word  stable period  The no stability plan you have is an excellent plan  I can now travel with peace of mind knowing that I have your back when I am away   Thank you  I will surely recommend this plan to others 
1,EASY TO APPLY ON LINE
1,Easy Application to complete and down loading Policy  Premium Reasonable
1,Agents friendly and professional
1,Quick service and competitive pricing
1,agents were knowledgeable and very clear on what you cover and what you do not cover  price was reasonable 
0,Had answers that made sense for all my questions
1,It was quick and easy to contact your organization to get a quote  Your website is very easy to navigate
1,Good price and easy to book
1,Megan was very professional   answered all questions that I asked   Even the ones I didn t like  but that s not her fault  We ve been with Snowbirds for years  Always polite   knowlegable 
1,Easy to apply on line and fair pricing 
1,Snowbird Advisor is very easy to get a quote for travel medical insurance  The website is very easy to understand and easy to navigate  Prices are competitive  We have always used Snowbird for travel medical insurance and will continue to do so 
1,I didn t use it so it was perfect    
1,Quick to answer  friendly helpful service  pricing was not competitive but we re still happy with many other services
1,Easy to apply online  quick and efficient process 
1,it was easy to deal with
1,Very efficient  Questions were easy to answer 
1,Super friendly and helpful staff  Competitive pricing  Easy to reach 
1,Cindy was great in explaining everything to us 
1,Very straight forward  easy to navigate and figure out  I also called just to confirm a few things and Crystal was very helpful 
1,I found the whole experience very easy to deal with  bearing in mind I m    and not as computer literate as I should be  I appreciate the competitive rate offered and will keep you guys in mind in my future travels 
1,Very friendly and easy to understand
0,Very thorough in explanation
1,Adam was clear and concise on the phone making it very easy to communicate with him  He was very professional on the phone 
1,Very helpful when calling for a quote  and just as good when I booked the insurance  The call takers spoke clear English  this was very helpful as I had no misinterpreting of what was being said  I m sure I will use Snowbird again as there rates were better than all the other insurance company s I had contacted 
1,I have been now using snowbird ins  for a few years  Fortunately I have not had to use the services because of a medical emergency  However it is good to know they are there  A peace of mind  Good value for the money  Better than other companies
1,Theresa was very helpful and knowledgeable with a sense of humour 
1,Sales person was great 
1,We call to chat with an agent  They are always helpful and cheerful  it is a pleasure to deal with Snowbird for this reason  The price is also very good
0,Snow bird you answer the phone and don t keep your clients waiting for long periods of time
1,When speaking with a few different people at Snowbird regarding emergency travel insurance prior to purchasing  everyone was very helpful and thorough  This being our first time purchasing medical insurance  it was a positive experience  All questions answered and we feel we chose the right company for this purchase 
1,Very easy to understand the web site and products   when i phoned in with a question only a   minute wait   great price and versatility
1,I was looking for travel medical insurance and considering different options  Snowbirdadvisor was one of four I looked into  The quote I received and the terms were acceptable and I went ahead with the purchase  I was particularly impressed with the helpfulness and patience of their agent 
1,Excellent price and very clear web page
1,Good service all good thanks
1,The agent was very courteous and thorough  It was a pleasant experience
1,It is an incredible insurance coverage  However  when I called in to renew the consultant didn t seem to know the policies or procedures  I was on hold for over     hour and he kept insisting that the policy I have had for several years was not available  When he finally went thru the supervisor everything was great
0,Agent knew her business
1,Courteous and efficient agent  Was able to guide us through the questions quickly and efficiently  She was a great help in a stressful time 
1,Got my insurance online nice and easy to follow
1,Straight forward  Quick estimate provided 
1,Application easy  Prices competitive
1,Excellent web site  Easy to use  Reasonable price 
1,Product was bought on line with step by step process  Compared to other companies with the same product  the pricing was the best for our situation  This is the first time using this company 
1,The rep was very pleasant and knowledgable and informed me of everything I needed to know about their policy 
1,Carla was very informative and friendly  She answered all my questions and offered insurance that was affordable for us  The coverage includes everything we need to have a worry free trip 
1,Wonderful to talk to a real person who was so helpful and I wasn t on the phone for hours  Thank you very much
-1,It was great to find travel insurance tailored to our own situation in terms of medical issues  Easy to buy and very helpful staff during a follow up phone call too  But the REAL issue will be if we make a claim  So many horror stories of insurance companies finding a way to delay paying or not paying at all  I hope you are not like the rest  Though I d prefer not to find out 
1,I gave a    rating as I was not informed of cheaper choices available when asked for an   day extension on my full plan even though I complained about the price  I found our about this from friends that have booked from your company 
1,Cindy did an excellent interview and setting up my travel insurance  I appreciate your company for going over everything on my insurance  This is my second year and I felt the travel insurance is perfect for travelling through the year  Thank you  
1,Easy  effective way of renewing our travel insurance 
1,Online process was really easy  we even called to make sure that we had not missed anything and the service was friendly and quick and the price was right 
1,Very friendly and informative 
1,Great prices  helpful  friendly and fast 
1,Excellent customer service  This company creates personalized Ins  Coverage for the customers with preexisting medical conditions 
1,I only needed a   day top up to our annual policies  it was quick and I could do it for my husband at the same time 
1,easy and fast  but found it went up lots from last year 
1,Nice and Easy  
1,Easy to use web site  Competitive pricing
1,SnowBird must have chosen ManuLife and got a good deal for us  I compared Snowbird s quote to Costco s quote through ManuLife  and it was way better  Don t know why  But very happy with it 
1,I was answered all my questions  and I felt well advised
1,Easy to navigate website  Good prices 
1,Clarity of the policy well explained  God forbid something goes wrong during my trip  I am given full clarity of the benefits I will be entitled to  I do not have fight for anything 
1,It was quick and easy
1,I love the on line quote it was quick and easy  Before I purchased  I called as I had questions and I was confident all was well  The agent I spoke with was very knowledgeable and very polite  Thanks
1,Highly efficient and simple to fill out  Very good rates 
1,This is the second time I have used Snowbird Advisor because of their travel medical insurance with no stability period requirements  PrimeLink TravelSense   The representative was very helpful and walked me through the questionnaire and answered all of my questions  And the cost of the insurance seems very reasonable to me   Because I have not made a claim with this insurance company yet  I cannot comment on the most important aspect  how smoothly the process goes when you need to make a claim  However  at this point I would definitely use them again 
1,Fast and professional    good rates with nothing hidden 
1,Simple to get insurance  really friendly service  and will be back for my next trip 
1,They called me back  asked the questions and provided travel insurance  They made it very easy 
0,All round professional 
1,They were extremely helpful and worked with me to find the product I needed  travel insurance  at a good price 
1,easy and quick 
1,Easy to get through
1,This was the first time I had occasion to deal with Snowbirds insurance  The lady we talked to was so pleasant and helpful it made me feel at ease to get the insurance I needed  Thankyou so much
0,They were informative and knowledgable and helped us to decide on a product 
1,Ease of purchasing
1,Easy to use online
1,Efficient and quick 
1,This is our  th year purchasing policies from Snowbird Advisors  however  there have been a few glitches along the way  Quite a bit of confusion with policy errors by Snowbird for   years in a row  however  in both instances after several phone calls Snowbird corrected the issues  Our dealings with Snowbird Advisors have always been pleasant and issues worked through pleasantly  Thank you 
1,Sarah  our advisor  did an excellent job of explaining the coverage  She was great
1,Call centre was extremely helpful when I went through the application process 
1,The service representative that we worked with was knowledgeable  patient and thorough  Much appreciated   
1,The insurance specialist  Tim was wonderful on the phone  He was sociable  friendly  efficient  and knowledgeable  When I called back to confirm the arrangements and to pay  the second specialist  Jodi was equally efficient  I hope everything works out so that we do not need to use our insurance  We will get back to you to plan travel medical insurance for another trip  Thank you 
1,Easy to navigate and good price 
1,All the staff were very helpful and professional
1,The representative was very pleasant and informative  When we ran into a bit of a hurdle with the quote  she escalated the issue immediately  and got back to us the next morning with a resolution 
1,Reasonably priced  quick and easy 
1,I ve dealt with Snowbird in the past   had a positive experience in arranging insurance  The rep was very helpful   thorough 
1,Easy affordable and pleasant to work with 
1,Great coverage at a reasonable price 
1,This is the  rd policy I ve used Snowbird Advisor for my annual travel insurance and top up s for extended periods over the annual plan and each time the representative on the other end of the line has been  knowledgeable  professional  efficient and  pleasant   The pricing is very competitive to others and often better in pricing or plan limits  eg     M coverage vs   M    Thankfully  I haven t had to make a claim so I can t tell you about the claims experience and hopefully I never will  I did have a small claim with a previous company when travelling and the claims underwriters were the same as Snowbird s and they were excellent to deal with so hopefully     So far   excellent 
1,Straight forward  easy to follow  user friendly website which provides quotes from well known insurers for travel insurance  Although as I have not  as yet  had to make a claim  not sure how high I would rate them then 
1,Great customer service person  Helpful  efficient and personable 
1,The person we spoke to was friendly  communicated clearly  understood our needs  and looked after our request efficiently 
0,Knowledgeable and professional advisor
-1,I m hard of hearing and repeated things for me and helped me understand things 
1,easy to use website  good price for coverage
1,The online quote system was bang on for myself but there was a large discrepancy for my wife compared to the end quote when talking to an agent  Strange as it s me with the medical conditions and her with none  Comparatively the pricing was about     less than the company we had been using  claims free  for the past    years 
1,Delightful and knowledgeable staff to deal with
0,I completed the forms and received a quote  paid my requested amount and received a copy of my policy by email  I contacted them by the number to clarify my pre existing diagnoses  The agent I spoke with said my diagnoses are considered stable  However the SnowbirdAdvisor website erred and my premium should be almost   times the premium charged  I advised him that I was completely surprised by this premium and would not have agreed to it  He informed me that after escalating the issue to his supervisor the company was cancelling the policy  He arranged for a secure line to submission my credit card information  He then told me the SnowBirdAdvisory Insurance were not refunding me the premium  He said he would discuss with the accounts department and call me when the refund was processed  It is   days later and I not only have not received my refund but no confirmation that the policy has been canceled 
0,Quick and simple
1,All good  Nothing more to add
1,it was easy to sign up for travel insurance
1,Questions were easy to understand and answer 
1,Easy to follow instructions  Competitive rates 
1,Colette was clear and concise during the process  She was also extremely friendly  I was not rushed and all my questions were answered courteously 
1,Online purchase   very simple and easy to use 
0,Provides reasonable pricing options for single trip travel insurance 
1,The agent was very knowledgeable  answered all our questions clearly  She was very easy to understand and we got set up very quickly 
1,Yes  nice service  and good prices
1,The insurance agent was friendly  helpful  and excellent to deal with 
1,Rep friendly  helpful  patient 
1,Excellent price
1,We have dealt with Snowbird for several trips  I do my quote online first and then phone to double check my input agent Karen  very recent call  was most friendly and so thorough and accommodating  Highly recommend this company for efficiency 
1,Easy  quick and reasonable coverage for emergency medical travel requirements 
1,Good timing  great price and coverage  Quotation and purchase online in ten minutes 
1,Straight forward and easy
1,Best quote out of   companies  I have been insured with this company before and feel confidant I have great coverage
1,By easy to complete questions and a reasonable quote
1,Very fast  easy  very pleasant people   
1,Sierra was very thorough and answered my questions clearly 
0,We used Snowbird Advisor last year in Florida and will probably use you again this year 
1,Easy to purchase online
1,Easy to navigate application 
1,They asked all the questions and within    minutes I bought my insurance  The gentleman was helpful and very efficient 
1,This site was very easy to navigate  the questions were very straight forward and easy to understand   no big words or technical jargon 
1,The information was easy to understand  straightforward and response was very fast  Thank You
1,It was easy  and didn t take long to accomplish what was needed to get done
1,Easy quote system  Very competitive rates 
0,She clarified what I was doing to get the travel insurance on line
1,Thank you for your service
1,Very good service  Thanks
1,Friendly and helpful
1,The lady on the phone with me was polite and thorough  She spoke in the pleasant manner and was very easy to understand so it made answering the questions go quickly
1,Painless experience to obtain coverage and review questions with representative  He was very clear and helped explain certain items 
1,Service was fantastic 
1,Knowledgeable  helpful agent who explained everything that I needed to know in clear terms  Then  once the quote was completed it was emailed to me right away and my wife and I were able to review it and sign on 
1,Yay  a real person answered the phone in a timely fashion  They were helpful  knowledgeable and were able to offer options in real time  not having to fill in questionnaire that would take days to be reviewed 
1,The agent explained all my options and was patient and helpful 
1,The help I received over the phone was very courteous and thorough  Thank you for your kindness 
1,Antonietta was really helpful when I called yesterday to top up for my upcoming trip  She was so patient  knowledgeable  efficient   pleasant that i ended up purchasing the top up for the next trip at the same time 
1,Very knowledgeable and helpful advice  Detailed questions regarding pre existing conditions  I wanted to have everything covered so if I need to use the insurance there would not be issues 
0,Prices and service exceeded our expectations 
1,Easy to use and a good value
0,Very knowledgeable
1,Just the assurance that if any health issue arose I would be covered  Reasonably cost 
1,We found the process of obtaining coverage was very easy and simple to complete 
0,Simple to complete and priced right
1,Feeling secure in the traveling to USA
1,easy process to renew
0,Service and price
-1,simple on line application only complaint is pricing not the same with what s on line vs a phone call when confirming
1,We bought an insurance for our future trip  The personnel is very knowledgeable and courteous 
1,Purchasing travel medical was quick and easy and any questions I had were answered by call the number provided  Hope if we have any concerns while away they will be efficiently taken care of and I can provide a   star rating on return 
1,Ease of doing business
1,The representative that helped us was friendly and quickly pulled up our file and made our new purchase very easy
1,I shopped around for insurance and continue to come back to this one for wonderful rates
1,fair prices
1,Vey easy to fill out forms
1,The consultants on the phone are very helpful with answering questions clarifying some of medical jargon  and the prices for travel insurance are coming in lower than their competitors 
1,Easy to get a travel insurance quote and it was the cheapest of the   companies I tried  I ended up getting it from Snowbird advisor 
1,staff were helpful in explaining benefits  also helpful when asking the health questions  and giving explanations and information when asked
1,Jody was very helpful and informative  It was a pleasure dealing with her 
1,Good service and value 
1,Easy program to follow  Price is good and reviews excellent
1,Easy to use  
1,It was easy to complete and affordable 
0,Very informative
1,The price of the cancellation interruption insurance is well below the competition  That is great 
1,Person walked me through the application on the phone as it was easier than doing it using an iPhone  Also h hi it a few questions answered  Very professional  The only thing to change would be to reduce the price a bit more 
1,Offers the best prices with the best insurance package of all Companies I contacted feel like a valued customer  broke my big toe in March  thought I needed an ex ray  contacted them  were quick to send out forms and opened a claim  turned out I didn t need X ray  cancelled the claim  but was impressed by the quick response 
1,Personal  excellent staff  Highly recommend 
1,Your rep was very good and patient with her answers to all of our questions 
1,Easy online quote for short trip to USA
1,Fast  easy and cost effective 
1,Easy to use website  Unbeatable rates  And it was very quick and efficient  That was the quickest experience I ve ever had getting travel insurance 
1,Very simple questionnaire and process  Best rate I could find  I checked few other insurance companies that offered much higher premiums for the same coverage  Than I came across this company  Highly recommended  I hope I won t have to use it during my trip 
1,Very thorough  professional and polite  Very knowledgeable representative who made the experience rate   stars  Thank you  Ivan A  Porter
1,Service agent was able to retrieve previous files which sped up the process of obtaining a single trip policy  Agent was efficient  professional and explained everything in detail 
1,I made many calls for changes to my policy and for information  Agents were always courteous and helpful 
1,Quick and easy
1,The agent was very knowledgeable and helpful  I have been using Snowbird Insurance for the past   years  I will continue to use them for as long as I can travel 
1,Fabulous experience talking to the agent who walked me through the options and best way to purchase travel insurance  Clear  concise  understandable   and ultimately a great price too 
1,The price was fair and it was easy to apply
1,It was the easiest experience I ve ever had getting travel insurance  Your service and your price is better than anybody else
1,Easy  efficient online form and questionnaire
1,It was straightforward and an easy process when purchasing the Travel Health insurance 
1,Haven t had to use the coverage  however  the process to get the coverage was easy  Friendly personnel and very informative  Will def use again in the future 
1,Easy to follow instructions  Took no time to purchase 
1,The representative Crystal was fantastic and very helpful  especially when my iPhone was problematic regarding financial details
1,Always easy to get my quotes
0,Home insurance was too expensive 
1,filling out the travel insurance form online was easy 
1,Very easy to enter the information required and review the options that best suited us 
0,We chose Snowbird because we are members and have dealt with snow bird insurance  We will be checking again in December for Three months This Winter 
1,It was quick  easily understood and reasonably priced 
1,Clear outline of questions to be asked of us Clearly responded to our few questions
1,Professional advice  good prices
1,Process was easy and everything was explained clearly
1,The process to sign up for travel insurance online was very clear  The medical questionary was quite long  but the questions were very clear and easy to answer 
1,Easy to navigate website 
0,Convenient and thorough
1,The agent was most helpful and gave me exactly what I was looking for  Very knowledgeable  polite  professional 
1,The rep was courteous and professional and the price was better than travel insurance we previously had with Manulife 
1,I called customer service to have some questions answered and it was great to speak to someone who I could understand  did not have a strong foreign accent   The reps answered all may questions and gave suitable recommendations based on options available 
1,Always helpful  knowledgeable people  Very friendly and way to deal with 
0,Price is right
-1,First person hung up on me  Must be a horrible job having to repeat all those questions over and over  Cancelation was a rediculous price so I don t take it  Ashley filled me in on all I needed to know for medical
1,Amazing service and knowledgeable agents  My only place to purchase travel insurance
1,The agent was helpful and efficient
1,Easy to use online system
1,It s easy to use and reasonably priced 
1,The staff you have are fantastic  I wish every service provider was this good  I recommend Snowbird to all my boomer friends  Keep your HR they re doing something right  Thanks Rob and Doreen
1,A bit difficult to navigate the legal language but overall it appears ok  Proof will be if we ever need to access a claim     It would be easier to renew rather than going through a new policy each year 
-1,Lower price for the same coverage 
1,Great insurance and good price
1,Lady I spoke to was very courteous and helped explain one of the questions I had a problem with
1,Easy to purchase with online questions  no need to call someone  online page can be saved while you check previous pages before completing purchase
1,Well explained  thorough questionaire  good service 
1,Very helpful telephone assistance  easy on line application form
1,Nice and courteous staff 
1,Had a couple of questions and called your number and Crystal was great to deal with  Very helpful and pleasant 
1,Had travel insurance with you last year but still compared pricing with others  Your still the best  And it was easy to answer the questions online  make a selection  and pay the premium  I printed off the policy which includes my plan information card style for my travel 
1,The agent I spoke to on the phone was very friendly and helpful
1,As always your rates are very competitive  hence our continued use of your organization for the past several years  The service associated with your organization is excellent 
-1,When I called to asked for quote the representative who answered the call sounds tired and not in a enthusiastic mood anymore  It appears she doesn t want to answer the call anymore specially if your not going to purchase the plan 
1,So easy to use and get instant quote and purchase coverage quickly 
-1,The Snowbird consultant was very knowledgeable and helpful  The only problem we had was the breaking up of the connection  Not sure what the cause was 
1,Fast  easy  convenient and great coverage
1,I was very pleased with my initial transaction but I think service could be improved with the app recognizing a returning client to streamline the process with information already on file
-1,Very professional experience  Jean Marc presented clearly all elements of the questions asked  He made our experience less stressful 
1,Crystal was simply excellent in helping me with my travel insurance so thank you  
0,Can t give a proper review as have never had a claim but have used this company a few times now and it s always a seamless experience 
1,Fast and efficient online  When called in for information  quick  knowledgeable and helpful advice 
-1,Horrible inflated quotes compared to others Stay away 
1,Very helpful to describe various products and how best to use them
1,Simple and straightforward Thank you
1,I ve used Snowbird before when I ve traveled  It s a wonderful company to deal with and very accommodating to everyone 
1,I cancelled an extra   day coverage that I just purchased with TD Travel after I thought I would see if all companies were similar in rates  My coverage for over    with the Credit card drops from    to   days so I needed an additional   days coverage for a week holiday to the States  Snowbird was almost     the cost as the   day extended coverage with TD  Pays to shop 
1,The customer service expert was knowledgeable  kind and very clear and easily understood
1,Pleasant friendly woman staffer
1,Great service
1,Great service  Friendly attendants  Very efficient
1,Easy process to obtain travel insurance
0,the agent chris was very informed about the insurance i was asking for and answered all my questions professionally 
1,The ability to speak with a real human being with the calls being answered quickly and courteously  A follow up correction of a mistake I made was handled quickly and  again  with courtesy 
1,The sign up process was simple and easy  The questionnaire was easy to complete and my medical condition was covered in the policy  Thank you 
1,Easy to apply on line 
1,Patient and knowledgeable staff Good pricing on travel insurance compared to other insurance providers
1,fairly easy process
1,Thorough and friendly 
1,This the second time we have used Snowbird Advisor Insurance for short jaunts to the US  As we have been fortunate to have not needed to make a claim  I can only speak to the ease of the online application process  and the coverage of all pre existing  and fully declared  medical conditions  Both are the reasons for which we will continue to use this product 
0,One phone call  got through to a representative who asked health questions and then our   day extension was done 
1,Everything is considered pre existing conditions  I am a senior but healthy and am not taking ANY medication  but everything that I have  like stiffness in joints  using a cane is considered pre existing and my rates go up 
1,Ease of use and coverage great 
1,On line user friendly
1,The representative was friendly  patient and knowledgeable  I had filled out the online quote and was surprised to be able to speak with someone so quickly
1,We purchased policy online and the website was very easy to navigate  We hope that we do not need to use this travel insurance while away and hope that if we do that process will be equally easy to navigate 
1,Very easy and pleasant to deal with   answered all our questions
1,They were very knowledgeable and helpful in helping us out 
1,Very user friendly  Great rates 
1,The lady who helped process our request was very professional and friendly  We are very pleased with her service provided
1,We love the online quote application approach whereby we describe our unique conditions rather than being lumped into the standard questions model used by most insurers  Because we are relatively healthy seniors with minimal pre conditions  the premiums were much lower than your competitors  Your website and questionnaire format are excellent 
1,Best and most economical  Easy site to navigate 
1,Easy to use great rates
1,My called was answered quickly  no need to leave a message and wait for a call back  The assistant was friendly and thorough 
1,She made the process very easy
1,Quick and easy  just hope site is secure for credit card info
1,Buying insurance is usually a hassle but dealing with snowbird advisor insurance was easy  fast and no up sales  We got exactly what we wanted and the advisor was friendly and very helpful  It was a great experience 
0,Pricing was by far the most reasonable Based on medical history  Beat competition by a long way
1,I felt this company was on my side  The previous company seemed to be trying to catch me in an untruth  I had direct questions requiring direct answers which made it easy  Every question I had was answered satisfactorily  The end result was very good 
1,Very helpful and friendly rep 
0,Took time to explain 
1,Great service and great price
1,May       Great customer service  The person I spoke to was kind  patient and knowledgeable  Everything was completed  paid for and I received my Insurance cards via email at the end of the conversation  It was easy and I was pleased with the cost  Valerie Welcher
1,Thanks great insurance
1,Very fair price for what was involved 
1,Easy and quick online quote  Price is good  Hopefully  in case of emergency  they are as good and easy to payout  Have referred friends 
1,The adviser was very clear to explain everything  very nice and professional and Had time to listen than you very much 
1,Vey affordable and easy to get t purchase
1,Easy to understand website  good choices in coverage   This is the fourth time I bought travel insurance from this company and everytime I had to fill the same from again  It would be nice if the system remembers me and I can pull up the info and make the necessary changes 
1,Relatively easy to navigate the site and eventually find what I was looking for 
1,I almost had a panic attack when I woke up in the middle of the night and realized I forgot to get travel insurance  I was leaving in the morning  knowing that snowbirds was   hours ahead of BC  I got up at      am  tried to do it on line but would only let me go so far  so phoned the       number and got the most awesome lady  it wasn t long and I had my insurance  I have used snowbirds quite a lot and always get a very good service 
1,Very good service  Having to have all the medical questions stated and answered on the phone was tedious to say the least 
1,Agents are very friendly  knowledgeable and get you through the process in a very easy and quick process 
1,I have purchased travel insurance a few times since becoming a member  although we did not need to use it the first time  praying we don t require it on the next time  But having it gave gives us a type of peace and calm  Reps have been helpful and very friendly answered questions without making you feel foolish 
0,Product knowledge
1,Very polite and patient advisor who answered my questions  Coverage explained in very clear and precise manner 
1,Very easy to understand the insurance application 
1,It was Kristy I spoke with she spoke very clearly and was very pleasant  Explained everything  Very happy with my experience 
1,The agent with whom I spoke to was knowledgeable  polite and helpful 
1,Quick and easy 
1,Agent was knowledgeable  efficient and answered all my questions  Rates were reasonable 
1,Simple and easy
1,Chrystal s customer service was great getting me set up for my insurance coverage 
1,Very easy to use website and pricing was reasonable  thanks
1,effortless to contact a representative who was very helpful  courteous and professional  Clarifications requested were answered immediately as well email response for quotations were sent immediately after our conversation 
1,The application process over the phone is very easy  The staff is friendly and polite to deal with and the process moves very quickly  I especially like how they cover preexisting conditions  However the real proof would come when you have a claim  which has not happened yet for me 
1,The online form is easy to use 
1,Very straight forward questions   answers  Rep was very polite 
1,Professional courteous service  Rep understood our requirements and provided the product that met our needs  Quotation and purchase process was simply and quick 
1,Excellent phone reps  Knowledge  humour and capable service  Unusual 
1,Pleasant attitude
1,The representatives were great  Just wish there were more agents licensed to sell in Newfoundland to avoid having to go through the application process twice 
1,Staff was super nice on phone and answered questions I had  Very helpful 
1,I found every advisor we spoke to very professional  knowledgeable and friendly  They answered all my questions and helped me with our applications  It was a very smooth process  I will recommend Snowbird to friends and family 
1,Pleasant and helpful agent
1,Found on the internet  easy to navigate the website  questionnaire  quick response and a good price  Will use again next year  Thsnks 
1,Fast and simple  Great pre existing condition coverage
1,I found that your agent was polite and very reassuring in getting the insurance for my mother 
1,Customer service was great 
0,Once again Snowbird Advisor comes through  A short weekend trip to the US covered at minimal cost 
0,The advisor who insured me 
1,My advisor found coverage for me  That was very satisfying  she was very professional and she is excellent at her job  thank you
1,Very good talking to representatives  Very well informed 
1,Very reliable  We use snowbird insurance and have had to use it a couple of times and was pleased that we were paid for our claims  Very pleasant and easy to book with 
